id,pii,package_name,dst,protocol,count
711,City,com.google.android.gms,www.googleapis.com,HTTPS,11
712,Zipcode,com.chase.sig.android,maps.googleapis.com,HTTP,2
713,AdvertiserId,com.powerd.cleaner,us01.rayjump.com,HTTP,2
714,Location,com.enflick.android.TextNow,api.textnow.me,HTTPS,1
715,AdvertiserId,com.zhiliaoapp.musicallylite,graph.facebook.com,HTTPS,2
716,Location,com.walmart.android,quimby.mobile.walmart.com,HTTPS,1
717,AndroidId,com.gtarcade.lod,h.online-metrix.net,HTTPS,4
718,AdvertiserId,com.transactione.freemusic,rpc.tapjoy.com,HTTPS,5
719,AdvertiserId,com.wanxing.basketball,a.applovin.com,HTTP,6
720,Location,air.com.gaetanoconsiglio.EscapePrison,bj-dsponline-virginia-1763182688.us-east-1.elb.amazonaws.com,HTTP,2
721,AndroidId,com.gtarcade.lod,ws.tapjoyads.com,HTTPS,5
722,AdvertiserId,com.outfit7.mytalkingtomfree,d.applovin.com,HTTP,2
723,AdvertiserId,com.myyearbook.m,o359u-hcbsm.ads.tremorhub.com,HTTP,3
724,IMEI,com.ludia.familyfeudblitz,ws.tapjoyads.com,HTTPS,3
725,AndroidId,com.transactione.freemusic,connect.tapjoy.com,HTTPS,6
726,AndroidId,com.spotify.music,settings.crashlytics.com,HTTPS,2
727,Location,mbinc12.mb32b,use-tor.adsrvr.org,HTTP,2
728,AdvertiserId,com.walmart.android,settings.crashlytics.com,HTTPS,1
729,City,com.cyberpony.stickman.warriors.epic,bidder.yeahmobi.com,HTTP,2
730,AdvertiserId,com.turboc.cleaner,api.leadbolt.net,HTTP,2
731,IMEI,com.qihoo.security,t.appsflyer.com,HTTPS,1
732,IMEI,com.zeptolab.ctr.ads,rpc.tapjoy.com,HTTPS,2
733,AdvertiserId,com.surpax.ledflashlight.panel,imp.bid.ace.advertising.com,HTTP,12
734,AdvertiserId,com.bitmango.rolltheballunrollme,ads30.adcolony.com,HTTPS,2
735,Zipcode,air.com.gaetanoconsiglio.EscapePrison,appodeal.bidsopt.com,HTTP,2
736,AdvertiserId,bibleverses.bibleverse.bible.biblia.verse.devotion,t.appsflyer.com,HTTPS,2
737,AdvertiserId,com.popreach.dumbways,adserver.unityads.unity3d.com,HTTPS,1
738,AdvertiserId,com.spacegame.solitaire.basic,d.applovin.com,HTTP,1
739,AdvertiserId,System,api.vungle.com,HTTP,3
740,City,System,ads.mopub.com,HTTP,2
741,AdvertiserId,com.qisiemoji.inputmethod,app.adjust.com,HTTPS,14
742,AdvertiserId,com.weather.Weather,t.appsflyer.com,HTTPS,5
743,AdvertiserId,tunein.player,api.radiotime.com,HTTPS,2
744,AndroidId,No mapping_ entry not found,imoads.com,HTTP,4
745,AndroidId,com.jb.zcamera,23.236.120.220,HTTP,1
746,IMEI,com.zeptolab.ctr.ads,ws.tapjoyads.com,HTTPS,3
747,AndroidId,me.lyft.android,api.lyft.com,HTTPS,4
748,AdvertiserId,com.jb.zcamera,zcamera.lzt.goforandroid.com,HTTP,1
749,Location,com.kitkatandroid.keyboard,ads.mopub.com,HTTP,696
750,Location,com.offerup,offerupnow.com,HTTPS,8
751,AdvertiserId,com.bitmango.rolltheballunrollme,control.kochava.com,HTTPS,1
752,AdvertiserId,com.secondarm.taptapdash,t.appsflyer.com,HTTPS,5
753,AdvertiserId,com.ludia.familyfeudblitz,graph.facebook.com,HTTPS,1
754,AndroidId,com.myyearbook.m,devices.carnivalmobile.com,HTTPS,1
755,AdvertiserId,com.funplus.kingofavalon,app.adjust.com,HTTPS,3
756,AdvertiserId,com.miniclip.archery,d.applovin.com,HTTP,1
757,AndroidId,com.steam.photoeditor,t.appsflyer.com,HTTPS,4
758,AdvertiserId,com.cyberpony.stickman.warriors.epic,adwatch.appodeal.com,HTTP,3
759,AdvertiserId,System,metrics.hbonow.com,HTTP,6
760,AndroidId,com.cmplay.dancingline,dbs.pushwoosh.com,HTTP,1
761,AdvertiserId,tunein.player,t.appsflyer.com,HTTPS,2
762,AdvertiserId,com.madebyappolis.spinrilla,ads.mp.mydas.mobi,HTTP,2
763,IMEI,com.ipn.clean.lite,api.okokclean.com,HTTP,4
764,AdvertiserId,jp.pokemon.pokemoncomaster,app.adjust.com,HTTPS,15
765,AndroidId,com.madebyappolis.spinrilla,settings.crashlytics.com,HTTPS,1
766,AdvertiserId,com.contextlogic.wish,settings.crashlytics.com,HTTPS,2
767,AndroidId,com.gameloft.android.ANMP.GloftM5HM,201205igp.gameloft.com,HTTPS,1
768,AdvertiserId,com.gau.go.launcherex,t.appsflyer.com,HTTPS,3
769,AndroidId,com.kiloo.subwaysurf,ws.tapjoyads.com,HTTPS,45
770,City,net.zedge.android,ads.mopub.com,HTTP,11
771,AdvertiserId,com.turbochilli.rollingsky,a.applovin.com,HTTP,16
772,AndroidId,com.cleanmaster.mguard,proxy.ksmobile.com,HTTPS,1
773,AdvertiserId,com.ss.android.article.master,isub.isnssdk.com,HTTPS,12
774,Zipcode,air.com.gaetanoconsiglio.EscapePrison,bidder.yeahmobi.com,HTTP,2
775,Location,No mapping_ entry not found,c3.rbxcdn.com,HTTP,3
776,AdvertiserId,com.bitmango.go.bunnypopbubble,api.bitmango.com,HTTP,1
777,AdvertiserId,com.lemongame.klondike.solitaire,placements.tapjoy.com,HTTPS,1
778,IMSI,com.steam.photoeditor,microtss.goforandroid.com,HTTP,4
779,Location,com.miniclip.bowmasters,goliath.bi.miniclippt.com,HTTP,2
780,Other,com.clearchannel.iheartradio.controller,www.iheartradio.com,HTTP,1
781,Location,air.com.gaetanoconsiglio.EscapePrison,dsp-usa.exe.bid,HTTP,2
782,AdvertiserId,com.zhiliaoapp.lively,api.branch.io,HTTPS,1
783,AndroidId,System,version.api.goforandroid.com,HTTP,1
784,Zipcode,mbinc12.mb32b,use-tor.adsrvr.org,HTTP,1
785,Username,com.pof.android,www.pof.com,HTTP,65
786,IMSI,com.steam.photoeditor,zcamera.lzt.goforandroid.com,HTTP,4
787,AdvertiserId,com.epicwaronline.ms,graph.facebook.com,HTTPS,2
788,Location,tunein.player,reports.radiotime.com,HTTPS,14
789,AndroidId,com.supo.security,api.mobula.sdk.duapps.com,HTTP,1
790,AdvertiserId,com.msi.logogame,aax-us-east.amazon-adsystem.com,HTTP,1
791,AndroidId,com.ipn.clean,api.okokclean.com,HTTP,3
792,AdvertiserId,com.pandora.android,ccss.play.king.com,HTTP,1
793,AndroidId,com.zhiliaoapp.musically,events.appsflyer.com,HTTPS,16
794,AdvertiserId,com.bitmango.go.blockhexapuzzle,a.bitmango.com,HTTP,89
795,AdvertiserId,com.bitmango.rolltheballunrollme,api.vungle.com,HTTPS,4
796,Location,com.roblox.client,c7.rbxcdn.com,HTTP,65
797,AdvertiserId,System,ads.mp.mydas.mobi,HTTP,5
798,AdvertiserId,com.zeptolab.ctr.ads,ws.tapjoyads.com,HTTPS,4
799,Location,com.freecraft.pocket.edition,ade.tpbid.com,HTTP,6
800,Email,com.paypal.android.p2pmobile,api-m.paypal.com,HTTPS,1
801,FirstName,com.abtnprojects.ambatana,bouncer.letgo.com,HTTPS,2
802,AdvertiserId,com.fingersoft.hillclimb,adserver.unityads.unity3d.com,HTTPS,1
803,AdvertiserId,System,api.leadbolt.net,HTTP,2
804,Zipcode,com.pandora.android,stats.pandora.com,HTTP,49
805,AdvertiserId,No mapping_ entry not found,events.unityads.unity3d.com,HTTP,2
806,AndroidId,com.yodo1.crossyroad,connect.tapjoy.com,HTTPS,2
807,AdvertiserId,com.huuuge.casino.slots,init.supersonicads.com,HTTPS,2
808,AndroidId,com.zhiliaoapp.musically,t.appsflyer.com,HTTPS,2
809,AdvertiserId,net.zedge.android,mpx.mopub.com,HTTP,7
810,Zipcode,com.cyberpony.stickman.warriors.epic,omax.admarvel.com,HTTP,12
811,AdvertiserId,System,mopub-east3-bidder.manage.com,HTTP,1
812,City,net.zedge.android,mopub-east3-bidder.manage.com,HTTP,1
813,City,com.freecraft.pocket.edition,bj-dsponline-virginia-1763182688.us-east-1.elb.amazonaws.com,HTTP,2
814,AdvertiserId,net.zedge.android,s.amazon-adsystem.com,HTTP,1
815,AndroidId,com.flashlight.brightestflashlightpro,advonline.goforandroid.com,HTTP,2
816,AdvertiserId,com.gamecircus.tycoon,rpc.tapjoy.com,HTTPS,2
817,IMEI,com.ss.android.article.master,i.isnssdk.com,HTTP,4
818,AdvertiserId,com.outfit7.talkinggingerfree,api.vungle.com,HTTP,7
819,AdvertiserId,mbinc12.mb32b,tracking.applift.com,HTTP,2
820,AdvertiserId,com.myyearbook.m,fc-eu.adsymptotic.com,HTTP,1
821,Zipcode,com.abtnprojects.ambatana,bouncer.letgo.com,HTTPS,2
822,AdvertiserId,com.bigduckgames.flow,mads.amazon-adsystem.com,HTTPS,1
823,AndroidId,com.igg.clashoflords2,t.appsflyer.com,HTTPS,1
824,AndroidId,com.zhiliaoapp.musicallylite,settings.crashlytics.com,HTTPS,1
825,AdvertiserId,com.bitmango.go.bunnypopbubble,d.applovin.com,HTTP,1
826,AdvertiserId,com.pnixgames.bowlingking,engine.sponsorpay.com,HTTPS,1
827,AndroidId,com.psafe.msuite,bootstrap.upsight-api.com,HTTPS,2
828,AdvertiserId,me.pou.app,api.gameanalytics.com,HTTP,4
829,IMEI,com.gau.go.launcherex,lzt.goforandroid.com,HTTP,5
830,AndroidId,com.yodo1.crossyroad,ws.tapjoyads.com,HTTPS,6
831,IMEI,com.dianxinos.optimizer.duplay,t.appsflyer.com,HTTPS,1
832,AdvertiserId,com.motionvolt.flipdiving,goliath.bi.miniclippt.com:8080,HTTP,1
833,AndroidId,com.pof.android,pagead2.googlesyndication.com,HTTP,2
834,AndroidId,com.groupon,api-latam.groupon.com,HTTPS,6
835,AdvertiserId,com.steam.photoeditor,t.appsflyer.com,HTTPS,4
836,AndroidId,com.jb.emoji.gokeyboard,gokeyboardmarket.goforandroid.com,HTTP,2
837,AdvertiserId,com.walmart.android,analytics.mobile.walmart.com,HTTPS,5
838,AdvertiserId,com.myfitnesspal.android,graph.facebook.com,HTTPS,1
839,AdvertiserId,com.robtopx.geometryjumplite,adserver.unityads.unity3d.com,HTTPS,3
840,AdvertiserId,com.cheerfulinc.flipagram,api.amplitude.com,HTTPS,124
841,AdvertiserId,com.pnixgames.bowlingking,service.sponsorpay.com,HTTPS,1
842,AdvertiserId,com.robtopx.geometrydashworld,adserver.unityads.unity3d.com,HTTPS,2
843,IMSI,com.jb.zcamera,zcamera.lzt.goforandroid.com,HTTP,1
844,AdvertiserId,com.reludo.shootingrangechallenge,ads.heyzap.com,HTTPS,4
845,AndroidId,com.cleanmaster.mguard,t.appsflyer.com,HTTPS,4
846,AdvertiserId,No mapping_ entry not found,rv-gateway.supersonicads.com,HTTPS,2
847,AndroidId,com.ksmobile.launcher,track.appsflyer.com,HTTPS,11
848,SerialNumber,me.lyft.android,dev.appboy.com,HTTPS,2
849,AndroidId,com.myyearbook.m,h.online-metrix.net,HTTPS,2
850,Location,com.psafe.msuite,analytics.mopub.com,HTTPS,2
851,AndroidId,com.jiubang.go.music,23.236.120.208,HTTP,3
852,IMEI,com.igg.clashoflords2,t.appsflyer.com,HTTPS,1
853,AdvertiserId,com.waze,graph.facebook.com,HTTPS,10
854,AdvertiserId,com.imangi.templerun,analytics.query.yahoo.com,HTTPS,1
855,AdvertiserId,com.wanxing.basketball,f2.doodlemobile.com,HTTP,1
856,AndroidId,com.microsoft.xboxone.smartglass,t.appsflyer.com,HTTPS,2
857,IMEI,No mapping_ entry not found,ad-ping.tapcash.com,HTTP,1
858,AndroidId,com.ss.android.article.master,ichannel.isnssdk.com,HTTPS,5
859,AndroidId,com.turboc.cleaner,track.appsflyer.com,HTTPS,3
860,City,System,mopub-east3-bidder.manage.com,HTTP,1
861,AdvertiserId,com.myyearbook.m,adplatform.vrtcal.com,HTTP,6
862,AndroidId,com.ea.gp.fifamobile,pin-river.data.ea.com,HTTPS,2
863,City,com.myyearbook.m,reports.crashlytics.com,HTTPS,11
864,AdvertiserId,com.ehawk.antivirus.applock.wifi,t.appsflyer.com,HTTPS,3
865,IMSI,com.steam.photoeditor,smsmarket.goforandroid.com,HTTP,6
866,AndroidId,com.kiloo.subwaysurf,rpc.tapjoy.com,HTTPS,6
867,City,com.freecraft.pocket.edition,lb1.east.ssphwy.com,HTTP,2
868,AndroidId,com.ekkorr.endlessfrontier.global,connect.tapjoy.com,HTTPS,2
869,AdvertiserId,No mapping_ entry not found,app.adjust.com,HTTPS,1
870,IMEI,com.cmcm.live,stats.cn.ronghub.com,HTTPS,1
871,AdvertiserId,com.ehawk.antivirus.applock.wifi,settings.crashlytics.com,HTTPS,1
872,AndroidId,com.microsoft.xboxone.smartglass,settings.data.microsoft.com,HTTPS,2
873,AndroidId,super.smash.world.bros,imoads.com,HTTP,2
874,AdvertiserId,com.qisiemoji.inputmethod,settings.crashlytics.com,HTTPS,2
875,AdvertiserId,com.bitmango.go.blockhexapuzzle,ads30.adcolony.com,HTTPS,4
876,AndroidId,com.zeptolab.ctr.ads,rpc.tapjoy.com,HTTPS,2
877,AdvertiserId,com.indeed.android.jobsearch,track.appsflyer.com,HTTPS,1
878,AdvertiserId,com.qihoo.security,a.applovin.com,HTTPS,1
879,AndroidId,com.cleanmaster.mguard,unconf.adkmob.com,HTTPS,2
880,Location,com.roblox.client,t2.rbxcdn.com,HTTP,1
881,AdvertiserId,com.offerup,track.appsflyer.com,HTTPS,18
882,AndroidId,com.ksmobile.launcher,unconf.adkmob.com,HTTP,1
883,AdvertiserId,com.jb.gosms,gosmsdev.3g.cn,HTTP,1
884,AdvertiserId,com.kiloo.subwaysurf,www.supersonicads.com,HTTPS,2
885,AdvertiserId,com.dianxinos.optimizer.duplay,api.mobula.sdk.duapps.com,HTTP,3
886,AndroidId,com.umonistudio.tile,magic.cmcm.com,HTTP,1
887,AndroidId,com.nordcurrent.canteenhd,server1.nordcurrent.com,HTTP,10
888,AdvertiserId,mbinc12.mb32b,ads.mypaidhost.com,HTTP,1
889,AdvertiserId,com.outfit7.mytalkinghank,apps.outfit7.com,HTTP,1
890,AdvertiserId,com.outfit7.mytalkingangelafree,ads.mopub.com,HTTP,1
891,AdvertiserId,tv.twitch.android.app,pubads.g.doubleclick.net,HTTPS,4
892,AdvertiserId,com.kongregate.mobile.run.google,ow-gateway.supersonicads.com,HTTPS,1
893,AdvertiserId,com.huuuge.casino.slots,placements.tapjoy.com,HTTPS,1
894,AndroidId,System,cfg.cml.ksmobile.com,HTTP,1
895,AndroidId,com.surpax.ledflashlight.panel,t.appsflyer.com,HTTPS,1
896,IMEI,com.kiloo.subwaysurf,ws.tapjoyads.com,HTTPS,15
897,AndroidId,com.supo.security,stt.supos.info,HTTP,2
898,AdvertiserId,com.fungames.flightpilot,events.unityads.unity3d.com,HTTP,6
899,AdvertiserId,com.kathleenOswald.solitaireGooglePlay,graph.facebook.com,HTTPS,4
900,AdvertiserId,com.bitmango.go.blockhexapuzzle,adc3-launch.adcolony.com,HTTPS,4
901,FirstName,com.amazon.mShop.android.shopping,api.mobile.walmart.com,HTTPS,1
902,AdvertiserId,com.wanxing.basketball,connect.tapjoy.com,HTTPS,1
903,AndroidId,com.wordmobile.waterslide,h.online-metrix.net,HTTPS,1
904,Zipcode,com.cyberpony.stickman.warriors.epic,bj-dsponline-virginia-1763182688.us-east-1.elb.amazonaws.com,HTTP,2
905,AdvertiserId,com.sega.sonicboomandroid,outcome.supersonicads.com,HTTPS,2
906,AdvertiserId,tunein.player,opml.radiotime.com,HTTPS,13
907,AndroidId,com.cmcm.live,t.appsflyer.com,HTTPS,1
908,AdvertiserId,com.bitmango.go.wordcookies,api.bitmango.com,HTTP,2
909,AdvertiserId,System,bcp.crwdcntrl.net,HTTP,2
910,AdvertiserId,com.ss.android.article.master,t.appsflyer.com,HTTPS,1
911,AdvertiserId,com.monstronauts.potionpunch,api.vungle.com,HTTP,5
912,AdvertiserId,com.instagram.layout,graph.facebook.com,HTTPS,1
913,AndroidId,com.smule.magicpiano,api-piano.smule.com,HTTP,1
914,FirstName,co.happybits.marcopolo,api.amplitude.com,HTTPS,1
915,AdvertiserId,com.myyearbook.m,ib.adnxs.com,HTTP,5
916,AdvertiserId,com.cleanmaster.security1489024169037,ads.nexage.com,HTTP,1
917,AndroidId,No mapping_ entry not found,mup.amp.mcafee.com,HTTP,2
918,Location,com.cyberpony.stickman.warriors.epic,m2m1.inner-active.mobi,HTTP,4
919,AdvertiserId,com.junerking.bottle,d.applovin.com,HTTP,1
920,City,com.myyearbook.m,ads.aerserv.com,HTTPS,1
921,AdvertiserId,com.outfit7.mytalkingtomfree,net.rayjump.com,HTTP,1
922,AdvertiserId,com.reludo.shootingrangechallenge,med.heyzap.com,HTTPS,4
923,AdvertiserId,com.kathleenOswald.solitaireGooglePlay,s.fqtag.com,HTTPS,1
924,AdvertiserId,No mapping_ entry not found,tags.bluekai.com,HTTP,2
925,AdvertiserId,com.madebyappolis.spinrilla,srv1.topclipcenter.com,HTTP,2
926,AdvertiserId,com.cleanmaster.security,tracking.i2w.io,HTTPS,2
927,FirstName,com.offerup,offerupnow.com,HTTPS,2
928,AdvertiserId,No mapping_ entry not found,net.rayjump.com,HTTP,6
929,AdvertiserId,com.murka.slotsera,stats.appsflyer.com,HTTPS,1
930,AdvertiserId,com.msi.logogame,connect.tapjoy.com,HTTPS,1
931,AndroidId,com.gamecircus.tycoon,placements.tapjoy.com,HTTPS,4
932,AdvertiserId,com.freecraft.pocket.edition,a.applovin.com,HTTP,5
933,Location,com.freecraft.pocket.edition,appodeal.rtb.loopme.me,HTTP,6
934,AdvertiserId,com.ludia.familyfeudblitz,ws.tapjoyads.com,HTTPS,3
935,AdvertiserId,com.junerking.bottle,a.applovin.com,HTTP,6
936,AdvertiserId,com.spacegame.solitaire.basic,bi-app-analytics.tuanguwen.com,HTTPS,13
937,Zipcode,com.google.android.gms,pubads.g.doubleclick.net,HTTPS,4
938,AndroidId,No mapping_ entry not found,apps.outfit7.com,HTTP,2
939,AdvertiserId,com.qihoo.security,t.appsflyer.com,HTTPS,1
940,City,com.myyearbook.m,x.torrenti.al,HTTP,2
941,AdvertiserId,com.transactione.freemusic,d.applovin.com,HTTP,2
942,AdvertiserId,me.pou.app,androidads23.adcolony.com,HTTPS,1
943,IMEI,com.ss.android.article.master,i.isnssdk.com,HTTPS,107
944,AdvertiserId,System,a.bitmango.com,HTTP,45
945,AndroidId,com.ekkorr.endlessfrontier.global,rpc.tapjoy.com,HTTPS,16
946,AdvertiserId,com.freecraft.pocket.edition,appodeal.bidsopt.com,HTTP,2
947,AdvertiserId,System,abtest.goforandroid.com,HTTP,1
948,AndroidId,com.lionmobi.powerclean,analysis.lionmobi.com,HTTP,5
949,AndroidId,com.yodo1.crossyroad,placements.tapjoy.com,HTTPS,4
950,Location,com.madebyappolis.spinrilla,us-vdo.pokkt.com,HTTP,4
951,AdvertiserId,com.lionmobi.battery,t.appsflyer.com,HTTPS,1
952,AndroidId,com.enflick.android.TextNow,api.textnow.me,HTTPS,1
953,AndroidId,com.hulu.plus,s.hulu.com,HTTP,2
954,AndroidId,com.bitmango.go.wordcookies,control.kochava.com,HTTPS,1
955,AndroidId,air.com.playtika.slotomania,vs-fb-android-p1.playtika.com,HTTP,3
956,Zipcode,System,rtb.hyperadx.com,HTTP,4
957,AdvertiserId,com.popreach.dumbways,d.applovin.com,HTTP,2
958,AdvertiserId,com.cyberpony.stickman.warriors.epic,bj-dsponline-virginia-1763182688.us-east-1.elb.amazonaws.com,HTTP,2
959,AdvertiserId,com.zeptolab.ctr.ads,connect.tapjoy.com,HTTPS,1
960,AndroidId,com.offerup,offerupnow.com,HTTPS,21
961,AndroidId,System,advonline.goforandroid.com,HTTP,2
962,AdvertiserId,com.myyearbook.m,video.yoomeegames.com,HTTP,15
963,IMEI,com.jb.gosms,gosmstheme.3g.cn,HTTP,1
964,Location,com.cyberpony.stickman.warriors.epic,bidder.yeahmobi.com,HTTP,2
965,AndroidId,System,seth.avazutracking.net,HTTP,1
966,AdvertiserId,com.turner.surelyyouquest,stats.unity3d.com,HTTPS,1
967,Location,com.walmart.android,mobile.walmart.com,HTTPS,2
968,AdvertiserId,com.myyearbook.m,ads-sg-aws.adsymptotic.com,HTTP,2
969,AdvertiserId,com.topfreegames.bikeracefreeworld,d.applovin.com,HTTP,1
970,AdvertiserId,com.turbochilli.rollingsky,impact.applifier.com,HTTPS,2
971,City,com.freecraft.pocket.edition,bidder.mdspinc.com,HTTP,4
972,AdvertiserId,vsin.t16_funny_photo,ads30.adcolony.com,HTTPS,1
973,AdvertiserId,com.steam.photoeditor,newstoredata.goforandroid.com,HTTP,2
974,AdvertiserId,com.king.bubblewitch3,play.king.com,HTTP,6
975,Zipcode,com.freecraft.pocket.edition,omax.admarvel.com,HTTP,6
976,AndroidId,com.jb.zcamera,microtss.goforandroid.com,HTTP,21
977,AdvertiserId,com.ekkorr.endlessfrontier.global,rpc.tapjoy.com,HTTPS,16
978,AdvertiserId,com.bitmango.go.wordcookies,graph.facebook.com,HTTPS,7
979,AndroidId,com.steam.photoeditor,zcamera.lzt.goforandroid.com,HTTP,12
980,AdvertiserId,com.pof.android,upload.plentyoffish.com,HTTP,2
981,AdvertiserId,com.glu.deerhunt16,d.applovin.com,HTTP,1
982,Location,com.cmcm.live,live.ksmobile.net,HTTPS,6
983,IMSI,com.ipn.clean.lite,api.okokclean.com,HTTP,4
984,IMEI,com.ss.android.article.master,events.appsflyer.com,HTTPS,2
985,AndroidId,com.sgn.pandapop.gp,analytics.sgnapps.com,HTTP,1
986,City,com.freecraft.pocket.edition,bidder.yeahmobi.com,HTTP,2
987,AdvertiserId,net.peakgames.amy,settings.crashlytics.com,HTTPS,2
988,AdvertiserId,com.topfreegames.bikeracefreeworld,ads.heyzap.com,HTTP,2
989,AndroidId,com.zeptolab.ctr.ads,placements.tapjoy.com,HTTPS,2
990,AdvertiserId,com.qisiemoji.inputmethod,graph.facebook.com,HTTPS,46
991,IMEI,com.turboc.cleaner,track.appsflyer.com,HTTPS,3
992,AndroidId,com.qihoo.security,t.appsflyer.com,HTTPS,1
993,AdvertiserId,com.freecraft.pocket.edition,m2m1.inner-active.mobi,HTTP,1
994,AdvertiserId,com.bandagames.mpuzzle.gp,a.applovin.com,HTTP,1
995,AdvertiserId,com.dianxinos.optimizer.duplay,t.appsflyer.com,HTTPS,1
996,City,com.apalon.myclockfree,ads.mopub.com,HTTP,4
997,AndroidId,com.steam.photoeditor,goupdate.3g.cn,HTTP,5
998,AndroidId,com.jiubang.go.music,t.appsflyer.com,HTTPS,1
999,AndroidId,com.jb.zcamera,abtest.goforandroid.com,HTTP,3
1000,AdvertiserId,com.msi.logogame,init.supersonicads.com,HTTPS,1
1001,AdvertiserId,com.freecraft.pocket.edition,rtb.hyperadx.com,HTTP,4
1002,AndroidId,com.bitstrips.imoji,cp.pushwoosh.com,HTTP,4
1003,AdvertiserId,com.gamecircus.tycoon,a.applovin.com,HTTP,5
1004,AdvertiserId,com.bitmango.go.bunnypopbubble,a.bitmango.com,HTTP,6
1005,AdvertiserId,No mapping_ entry not found,api.mobula.sdk.duapps.com,HTTP,2
1006,AdvertiserId,com.msi.logogame,api.fyber.com,HTTPS,2
1007,AndroidId,com.hbo.hbonow,api.branch.io,HTTPS,2
1008,AdvertiserId,System,c3.prod.playlists.ihrhls.com,HTTP,7
1009,AdvertiserId,com.madebyappolis.spinrilla,us-vdo.pokkt.com,HTTP,4
1010,AdvertiserId,No mapping_ entry not found,d.applovin.com,HTTP,7
1011,AdvertiserId,com.apalon.mandala.coloring.book,mpx.mopub.com,HTTP,7
1012,AndroidId,System,goupdate.3g.cn,HTTP,2
1013,AdvertiserId,com.bitmango.go.wordcookies,api.vungle.com,HTTPS,6
1014,IMEI,com.msi.logogame,connect.tapjoy.com,HTTPS,1
1015,AdvertiserId,com.fingersoft.hillclimb,androidads23.adcolony.com,HTTPS,1
1016,AndroidId,com.qisiemoji.inputmethod,t.appsflyer.com,HTTPS,8
1017,AndroidId,com.yelp.android,api.branch.io,HTTPS,5
1018,AndroidId,com.steam.photoeditor,advonline.goforandroid.com,HTTP,2
1019,AdvertiserId,com.imangi.templerun2,impact.applifier.com,HTTPS,2
1020,AdvertiserId,com.myyearbook.m,ads.mopub.com,HTTP,47
1021,Location,com.abtnprojects.ambatana,bouncer.letgo.com,HTTPS,2
1022,AndroidId,com.episodeinteractive.android.catalog,narrative.android.pocketgems.com:80,HTTP,6
1023,Location,air.com.gaetanoconsiglio.EscapePrison,ade.tpbid.com,HTTP,2
1024,AdvertiserId,No mapping_ entry not found,pubads.g.doubleclick.net,HTTP,1
1025,IMEI,com.zeptolab.ctr.ads,placements.tapjoy.com,HTTPS,1
1026,AdvertiserId,com.myyearbook.m,v.lkqd.net,HTTP,11
1027,AndroidId,com.cmplay.tiles2,events.appsflyer.com,HTTPS,16
1028,AndroidId,com.qihoo.security,events.appsflyer.com,HTTPS,2
1029,AdvertiserId,com.ss.android.article.master,events.appsflyer.com,HTTPS,2
1030,AndroidId,com.jb.emoji.gokeyboard,abtest.goforandroid.com,HTTP,2
1031,AndroidId,com.cmplay.tiles2,s.cm.ksmobile.com,HTTP,1
1032,AdvertiserId,com.kathleenOswald.solitaireGooglePlay,settings.crashlytics.com,HTTPS,1
1033,AdvertiserId,com.contextlogic.wish,graph.facebook.com,HTTPS,5
1034,AdvertiserId,com.lionmobi.powerclean,www.googleadservices.com,HTTPS,4
1035,AndroidId,System,iconupdate.3g.cn,HTTP,1
1036,AdvertiserId,com.hbo.hbonow,metrics.hbonow.com,HTTP,2
1037,Location,com.roblox.client,t1.rbxcdn.com,HTTP,1
1038,AndroidId,com.gau.go.launcherex,goupdate.3g.cn,HTTP,18
1039,Location,com.ipn.clean.lite,api.okokclean.com,HTTP,4
1040,Location,com.yelp.android,auto-api.yelp.com,HTTPS,3
1041,AdvertiserId,com.lemongame.klondike.solitaire,rpc.tapjoy.com,HTTPS,1
1042,AdvertiserId,com.gamecircus.tycoon,d.applovin.com,HTTP,1
1043,AdvertiserId,com.yelp.android,auto-api.yelp.com,HTTPS,8
1044,AdvertiserId,No mapping_ entry not found,ads-east-colo.adsymptotic.com,HTTP,1
1045,AdvertiserId,com.msi.logogame,dpm.demdex.net,HTTPS,2
1046,Zipcode,com.clearchannel.iheartradio.controller,secure-drm.imrworldwide.com,HTTP,27
1047,AdvertiserId,com.dianxinos.dxbs,t.appsflyer.com,HTTPS,2
1048,AdvertiserId,com.sega.sonicboomandroid,rv-gateway.supersonicads.com,HTTPS,2
1049,Username,tv.twitch.android.app,api.twitch.tv,HTTPS,25
1050,IMEI,System,lzt.goforandroid.com,HTTP,2
1051,AdvertiserId,System,mpx.mopub.com,HTTP,4
1052,AdvertiserId,com.kiloo.subwaysurf,connect.tapjoy.com,HTTPS,2
1053,AdvertiserId,System,s.fqtag.com,HTTPS,1
1054,AdvertiserId,com.outfit7.mytalkingtomfree,ads.aerserv.com,HTTP,1
1055,AndroidId,com.steam.photoeditor,smsmarket.goforandroid.com,HTTP,18
1056,AdvertiserId,com.clearchannel.iheartradio.controller,c11.prod.playlists.ihrhls.com,HTTP,2
1057,AdvertiserId,com.ketchapp.stack,androidads23.adcolony.com,HTTPS,1
1058,AndroidId,com.fungames.flightpilot,admediator.unityads.unity3d.com,HTTP,1
1059,AdvertiserId,com.dianxinos.dxbs,events.appsflyer.com,HTTPS,1
1060,AdvertiserId,com.jb.gosms,t.appsflyer.com,HTTPS,2
1061,AdvertiserId,com.freecraft.pocket.edition,adwatch.appodeal.com,HTTP,1
1062,Zipcode,com.freecraft.pocket.edition,rtb.hyperadx.com,HTTP,4
